name,latitude,longitude,iata
Méribel Altiport,45.407505,6.577597,MFX
Auxerre-Branches Airport,47.850201,3.49711,AUF
Chambéry Savoie Mont Blanc Airport,45.6381,5.88023,CMF
Clermont-Ferrand Auvergne Airport,45.786701,3.16917,CFE
Bourges Airport,47.060158,2.369633,BOU
Courchevel Altiport,45.397531,6.63498,CVF
Lyon Saint-Exupéry Airport,45.725996,5.090139,LYS
Saint-Yan Airport,46.412498,4.01326,SYT
Roanne-Renaison Airport,46.053818,3.999023,RNE
Annecy Haute-Savoie Mont Blanc Airport,45.928947,6.0987,NCY
Grenoble-Isère Airport,45.3629,5.32937,GNB
Valence-Chabeuil Airport,44.9216,4.9699,VAF
Vichy-Charmeil Airport,46.16969,3.403637,VHY
Aurillac Airport,44.89139938,2.421940088,AUR
"Châteauroux-Déols ""Marcel Dassault"" Airport",46.860278,1.721111,CHR
Lyon Bron Airport,45.727947,4.943991,LYN
Cannes-Mandelieu Airport,43.547998,6.955176,CEQ
Saint-Étienne-Bouthéon Airport,45.5406,4.29639,EBU
Carcassonne Airport,43.216,2.30632,CCF
Marseille Provence Airport,43.438088,5.2125,MRS
Nice-Côte d'Azur Airport,43.658401,7.21587,NCE
Perpignan-Rivesaltes (Llabanère) Airport,42.740398,2.87067,PGF
Le Castellet Airport,43.252499,5.78519,CTT
Barcelonnette - Saint-Pons Airfield,44.387198,6.609186,BAE
Montpellier-Méditerranée Airport,43.576199,3.96301,MPL
Béziers-Vias Airport,43.323502,3.3539,BZR
Avignon-Caumont Airport,43.907299,4.90183,AVN
Gap - Tallard Airfield,44.455002,6.03778,GAT
Mende-Brenoux Airfield,44.502102,3.53282,MEN
Mont-Dauphin - St-Crépin Airfield,44.701698,6.60028,SCP
Paris-Beauvais Airport,49.454399,2.11278,BVA
Évreux-Fauville (BA 105) Air Base,49.028702,1.21986,EVX
Le Havre-Octeville Airport,49.534038,0.088406,LEH
Châlons-Vatry Airport,48.77333,4.20611,XCR
Les Sables-d'Olonne Talmont Airport,46.476898,-1.72278,LSO
Rouen Vallée de Seine Airport,49.384887,1.179142,URO
Tours Val de Loire Airport,47.432201,0.727606,TUF
Cholet Le Pontreau Airfield,47.0821,-0.877064,CET
Laval-Entrammes Airport,48.031399,-0.742986,LVA
Orléans – Saint-Denis-de-l'Hôtel Airport,47.8969,2.16333,ORE
Paris-Le Bourget Airport,48.969398,2.44139,LBG
Creil Air Base,49.253502,2.51914,CSF
Charles de Gaulle International Airport,49.012798,2.55,CDG
Toussus-le-Noble Airport,48.7519,2.10619,TNF
Paris-Orly Airport,48.72333,2.37944,ORY
Pontoise-Cormeilles Aerodrome,49.096064,2.035543,POX
Vélizy-Villacoublay Air Base,48.774406,2.203102,VIY
Nevers-Fourchambault Airport,47.002602,3.11333,NVS
Lille Airport,50.563332,3.086886,LIL
Merville-Calonne Airport,50.618401,2.64224,HZB
Brest Bretagne Airport,48.447899,-4.41854,BES
Cherbourg-Maupertus Airport,49.650101,-1.47028,CER
Dinard-Pleurtuit-Saint-Malo Airport,48.5877,-2.07996,DNR
La Baule-Escoublac Airport,47.289398,-2.34639,LBY
Granville Airport,48.883099,-1.56417,GFR
Deauville-Normandie Airport,49.365237,0.154481,DOL
Lorient South Brittany (Bretagne Sud) Airport,47.760601,-3.44,LRT
La Roche-sur-Yon Airport,46.7019,-1.37863,EDM
Landivisiau Air Base,48.5303,-4.15164,LDV
Caen-Carpiquet Airport,49.17678,-0.454883,CFR
Le Mans-Arnage Airport,47.948604,0.201702,LME
Rennes-Saint-Jacques Airport,48.0695,-1.73479,RNS
Lannion-Côte de Granit Airport,48.754398,-3.47166,LAI
Quimper-Cornouaille Airport,47.973031,-4.169655,UIP
Nantes Atlantique Airport,47.153198,-1.61073,NTE
Saint-Brieuc-Armor Airport,48.538628,-2.853518,SBK
Morlaix-Ploujean Airport,48.60319901,-3.815779924,MXN
Vannes-Meucon Airport,47.723301,-2.71856,VNE
Saint-Nazaire-Montoir Airport,47.31142,-2.152634,SNR
EuroAirport Basel-Mulhouse-Freiburg,47.60068,7.521117,BSL
Dijon-Bourgogne Airport,47.268902,5.09,DIJ
Épinal-Mirecourt Airport,48.325001,6.06998,EPL
Brive-Souillac,45.039722,1.485556,BVE
Nancy-Essey Airport,48.692101,6.23046,ENC
Strasbourg Airport,48.53829956,7.628230095,SXB
Toulon-Hyères Airport,43.09730148,6.146029949,TLN
Rize–Artvin Airport,41.179625,40.850796,RZV
Nîmes-Arles-Camargue Airport,43.757401,4.41635,FNI
La Môle Airport,43.205399,6.482,LTT
Miquelon Airport,47.095501,-56.380299,MQC
St Pierre Airport,46.76290131,-56.17309952,FSP
Andravida Air Base,37.9207,21.292601,PYR
Alexandroupoli Democritus Airport,40.8559,25.956301,AXD
Athens Eleftherios Venizelos International Airport,37.936401,23.9445,ATH
Nea Anchialos National Airport,39.219601,22.7943,VOL
Mulan Airport,-20.1089,127.619,LGE
Chios Island National Airport,38.34320068,26.1406002,JKH
Ikaria Airport,37.68270111,26.3470993,JIK
Ioannina King Pyrrhus National Airport,39.6964,20.8225,IOA
Heraklion International Nikos Kazantzakis Airport,35.339699,25.1803,HER
Kastoria National Airport Aristotle,40.446301,21.2822,KSO
Kithira Airport,36.27429962,23.0170002,KIT
Kefallinia Airport,38.12009811,20.50049973,EFL
Kastelorizo Airport,36.141701,29.576401,KZS
Kalamata Airport,37.06829834,22.02549934,KLX
Kos Airport,36.794523,27.09115,KGS
Karpathos Airport,35.421398,27.146,AOK
Corfu Ioannis Kapodistrias International Airport,39.601898,19.911699,CFU
Kasos Airport,35.42139816,26.90999985,KSJ
Kavala Alexander the Great International Airport,40.9133,24.6192,KVA
Kalymnos Airport,36.9632988,26.94059944,JKL
Kozani National Airport Filippos,40.286098,21.840799,KZI
Leros Airport,37.184898,26.800301,LRS
Limnos Airport,39.917099,25.23629951,LXS
Larissa Air Base,39.650253,22.4655,LRA
Mykonos Island National Airport,37.435101,25.348101,JMK
Milos Airport,36.696899,24.4769,MLO
Mytilene International Airport,39.057272,26.598887,MJT
Linga Linga Airport,-5.531944444,149.7341667,LGN
Naxos Island National Airport,37.0811,25.368099,JNX
Bicol International Airport,13.111915,123.676829,DRP
Paros National Airport,37.020495,25.113195,PAS
Astypalaia Airport,36.57989883,26.37579918,JTY
Aktion National Airport,38.925499,20.765301,PVK
Diagoras Airport,36.405399,28.086201,RHO
Patras Araxos Agamemnon Airport,38.1511,21.4256,GPA
Chania International Airport,35.5317,24.1497,CHQ
Skiathos Island National Airport,39.177101,23.5037,JSI
Samos Airport,37.689999,26.911699,SMI
Syros Airport,37.42279816,24.95089912,JSY
Sparti Airfield,36.9739,22.5263,SPJ
Santorini Airport,36.39920044,25.47929955,JTR
Sitia Airport,35.21609879,26.10129929,JSH
Skiros Airport,38.96760178,24.48719978,SKU
Thessaloniki Macedonia International Airport,40.51928,22.970009,SKG
Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,ZTH
Budapest Liszt Ferenc International Airport,47.43018,19.262393,BUD
Debrecen International Airport,47.488899,21.615299,DEB
Pécs-Pogány Airport,45.988891,18.242044,PEV
Hévíz–Balaton Airport,46.686391,17.159084,SOB
L'Aquila–Preturo Airport,42.379902,13.3092,QAQ
Crotone Airport,38.9972,17.0802,CRV
Bari Karol Wojtyła Airport,41.138901,16.760599,BRI
"Foggia ""Gino Lisa"" Airport",41.432899,15.535,FOG
"Taranto-Grottaglie ""Marcello Arlotta"" Airport",40.517502,17.4032,TAR
Lecce Galatina Air Base,40.239201,18.133301,LCC
Abruzzo Airport,42.431702,14.1811,PSR
Brindisi Airport,40.6576,17.947001,BDS
Lamezia Terme Airport,38.905399,16.2423,SUF
Comiso Airport,36.99583,14.60889,CIY
Catania-Fontanarossa Airport,37.466801,15.0664,CTA
Lampedusa Airport,35.497898,12.6181,LMP
Pantelleria Airport,36.816502,11.9689,PNL
Falcone–Borsellino Airport,38.175999,13.091,PMO
Reggio Calabria Airport,38.071201,15.6516,REG
Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,TPS
Sigonella Navy Air Base,37.401699,14.9224,NSY
Belluno Arturo dell'Oro Airport,46.166549,12.250389,BLX
Ravenna Airport,44.364291,12.224996,RAN
Alghero-Fertilia Airport,40.632099,8.29077,AHO
Decimomannu Air Base,39.354198,8.97248,DCI
Cagliari Elmas Airport,39.251499,9.05428,CAG
Olbia Costa Smeralda Airport,40.898701,9.51763,OLB
Oristano-Fenosu Airport,39.895308,8.642661,FNU
Tortolì Airport,39.9188,9.68298,TTB
Milan Malpensa International Airport,45.6306,8.72811,MXP
Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,BGY
Turin Airport,45.200802,7.64963,TRN
Riviera Villanova d'Albenga International Airport,44.050598,8.12743,ALL
Genoa Cristoforo Colombo Airport,44.412039,8.840732,GOA
Milano Linate Airport,45.445099,9.27674,LIN
Parma Airport,44.826351,10.29705,PMF
Aosta Corrado Gex Airport,45.738552,7.3683,AOT
Cuneo International Airport,44.547001,7.62322,CUF
Aviano Air Base,46.031898,12.596503,AVB
Bolzano Airport,46.460201,11.3264,BZO
Udine-Campoformido Air Base,46.0308,13.18225,UDN
Bologna Guglielmo Marconi Airport,44.5354,11.2887,BLQ
Treviso Antonio Canova Airport,45.648399,12.1944,TSF
Forlì Airport,44.194801,12.0701,FRL
Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,VBS
Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,TRS
Federico Fellini International Airport,44.020302,12.6117,RMI
Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,VRN
Marche Airport,43.616299,13.3623,AOI
Venice Marco Polo Airport,45.505299,12.3519,VCE
Lucca-Tassignano Airport,43.825825,10.577928,LCV
Siena-Ampugnano Airport,43.256302,11.255,SAY
Ciampino–G. B. Pastine International Airport,41.7994,12.5949,CIA
Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,FCO
Salerno Costa d'Amalfi Airport,40.620399,14.9113,QSR
Marina Di Campo Airport,42.7603,10.2394,EBA
Naples International Airport,40.886002,14.2908,NAP
Pisa International Airport,43.683899,10.3927,PSA
"Florence Airport, Peretola",43.808558,11.202822,FLR
Grosseto Air Base,42.759701,11.0719,GRS
Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,PEG
Ljubljana Jože Pučnik Airport,46.223701,14.4576,LJU
Maribor Edvard Rusjan Airport,46.4799,15.6861,MBX
Portorož Airport,45.47201,13.615951,POW
Nuwara Eliya (Lake Gregory) Waterdrome,6.95605,80.77927,NUA
Lekana Airport,-2.313,14.606,LKC
České Budějovice South Bohemian Airport,48.9464,14.4275,JCL
Kunovice Airport,49.0294,17.439699,UHE
Karlovy Vary Airport,50.202999,12.915,KLV
Mnichovo Hradiště Airport,50.540199,15.0066,HRA
Ostrava Leos Janáček Airport,49.696301,18.111099,OSR
Olomouc Airport,49.587712,17.209275,OLO
Pardubice Airport,50.01340103,15.73859978,PED
Přerov Air Base,49.4258,17.404699,PRV
Václav Havel Airport Prague,50.100874,14.259911,PRG
Brno-Tuřany Airport,49.15129852,16.69440079,BRQ
Vodochody Airport,50.216599,14.3958,VOD
Zábřeh Dolní Benešov Airfield,49.928258,18.075557,ZBE
Ben Gurion International Airport,32.011398,34.8867,TLV
Beersheba (Teyman) Airport,31.28700066,34.72299957,BEV
Ramon International Airport,29.727009,35.014116,ETM
Ein Yahav Airfield,30.62170029,35.20330048,EIY
La Lima - Reginaldo Hammer Airport,15.442801,-87.898564,LLH
Haifa International Airport,32.80939865,35.04309845,HFA
Rosh Pina Airport,32.980999,35.571899,RPN
Kiryat Shmona Airport,33.216275,35.59622,KSW
Lissadell Airport,-16.661,128.594,LLL
Bar Yehuda Airfield,31.328199,35.388599,MTZ
Nevatim Air Base,31.20829964,35.01229858,VTM
Ovda Airport,29.9403,34.935799,VDA
Ramon Air Base,30.77610016,34.66669846,MIP
Yotvata Airfield,29.901111,35.0675,YOT
Malta International Airport,35.857498,14.4775,MLA
Madivaru Airport,5.457545,73.370261,LMV
Palma Airport,-10.7506,40.4702,LMZ
Lengbati Airport,-6.384611111,147.3686389,LNC
Munbil Airport,-4.855941,141.220165,LNF
Langimar Airport,-7.223138889,146.2270833,LNM
Monaco Heliport,43.725798,7.419673,MCM
Sankt Anton am Arlberg Heliport,47.119621,10.240524,ANT
Hohenems-Dornbirn Airfield,47.384477,9.699776,HOH
Francisco Primo de Verdad y Ramos Airport,21.258983,-101.943758,LOM
Lowe AHP (Fort Rucker) Heliport,31.35580063,-85.75119781,LOR
Graz Airport,46.9911,15.4396,GRZ
Innsbruck Airport,47.260201,11.344,INN
Klagenfurt Airport,46.642502,14.3377,KLU
Linz-Hörsching Airport / Vogler Air Base,48.2332,14.1875,LNZ
Salzburg Airport,47.793301,13.0043,SZG
Vienna International Airport,48.110298,16.5697,VIE
Alverca Air Base,38.883301,-9.0301,AVR
Santa Maria Airport,36.97140121,-25.17060089,SMA
Bragança Airport,41.8578,-6.70713,BGC
Beja Airport / Airbase,38.078899,-7.9324,BYJ
Braga Municipal Aerodrome,41.58710098,-8.445139885,BGZ
Aerodromo de Chaves,41.722356,-7.463064,CHV
Aerodromo Municipal de Coimbra,40.158758,-8.470815,CBP
Corvo Airport,39.671501,-31.1136,CVU
Cascais Airport,38.724998,-9.35523,CAT
Flores Airport,39.45529938,-31.13139915,FLW
Faro Airport,37.01440048,-7.965909958,FAO
Graciosa Airport,39.09220123,-28.02980042,GRW
Horta Airport,38.51990128,-28.71590042,HOR
Lajes Airport,38.761799,-27.090799,TER
Madeira International Airport Cristiano Ronaldo,32.697899,-16.7745,FNC
Monte Real Air Base,39.828335,-8.8875,QLR
João Paulo II Airport,37.74119949,-25.69790077,PDL
Pico Airport,38.554298,-28.441299,PIX
Portimão Airport,37.1493,-8.58396,PRM
Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,OPO
Porto Santo Airport,33.07339859,-16.35000038,PXO
Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,LIS
São Jorge Airport,38.665501,-28.1758,SJZ
Vila Real Airport,41.2743,-7.72047,VRL
Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,VSE
Banja Luka International Airport,44.94139862,17.29750061,BNX
Mostar International Airport,43.28290176,17.84589958,OMO
Sarajevo International Airport,43.8246,18.331499,SJJ
Tuzla International Airport,44.458698,18.7248,TZL
Arad International Airport,46.176601,21.261999,ARW
Bacău George Enescu International  Airport,46.5219,26.910299,BCM
Maramureș International Airport,47.658444,23.464445,BAY
Bucharest Băneasa Aurel Vlaicu International Airport,44.503201,26.1021,BBU
Mihail Kogălniceanu International Airport,44.362202,28.4883,CND
Cluj Avram Iancu International Airport,46.787425,23.684292,CLJ
Caransebeş Airport,45.420142,22.252507,CSB
Craiova International Airport,44.3181,23.888599,CRA
Iaşi Airport,47.180278,27.620833,IAS
Oradea International Airport,47.02529907,21.90250015,OMR
Bucharest Henri Coandă International Airport,44.572127,26.103396,OTP
Brașov-Ghimbav International Airport,45.70558,25.522871,GHV
Sibiu International Airport,45.785841,24.086666,SBZ
Satu Mare International Airport,47.7033,22.8857,SUJ
Suceava Stefan cel Mare Airport,47.6875,26.35409927,SCV
Tulcea Danube Delta Airport,45.0625,28.7143,TCE
Târgu Mureş Transilvania International Airport,46.467701,24.4125,TGM
Timişoara Traian Vuia Airport,45.80989838,21.33790016,TSR
Geneva Cointrin International Airport,46.238098,6.10895,GVA
Sion Airport,46.219166,7.326944,SIR
Emmen Air Base,47.092444,8.305184,EML
Payerne Air Base,46.8432,6.91506,VIP
Lugano Airport,46.004299,8.91058,LUG
Bern Airport,46.912868,7.498512,BRN
Buochs Airport,46.974444,8.396944,BXO
Zürich Airport,47.458056,8.548056,ZRH
Sankt Gallen Altenrhein Airport,47.485001,9.56077,ACH
Samedan Airport,46.5341,9.88411,SMV
Gökçeada Airport,40.204498,25.883302,GKD
Esenboğa International Airport,40.128101,32.995098,ESB
Etimesgut Air Base,39.94979858,32.68859863,ANK
Adana Şakirpaşa Airport,36.982201,35.280399,ADA
İncirlik Air Base,37.002102,35.4259,UAB
Afyon Air Base,38.726398,30.601101,AFY
Antalya International Airport,36.898701,30.800501,AYT
Gaziantep International Airport,36.947201,37.478699,GZT
Kastamonu Airport,41.314201,33.795799,KFS
Konya Airport,37.979,32.561901,KYA
Amasya Merzifon Airport,40.829399,35.521999,MZH
Sivas Nuri Demirağ Airport,39.813801,36.9035,VAS
Zonguldak Çaycuma Airport,41.506401,32.0886,ONQ
Malatya Erhaç Airport,38.43529892,38.0909996,MLX
Kayseri Erkilet Airport,38.770401,35.49539948,ASR
Tokat Airport,40.32472,36.39056,TJK
Çardak Airport,37.78559875,29.70129967,DNZ
Nevşehir Kapadokya Airport,38.7719,34.5345,NAV
İstanbul Atatürk Airport,40.971913,28.823714,ISL
Aydın Çıldır Airport,37.815389,27.887566,CII
Balıkesir Airport,39.619301,27.926001,BZI
Bandırma Airport,40.318001,27.977699,BDM
Çanakkale Airport,40.13769913,26.42679977,CKZ
Eskişehir Air Base,39.78409958,30.58209991,ESK
Adnan Menderes International Airport,38.2924,27.157,ADB
Çiğli Airport,38.513,27.010099,IGL
Uşak Airport,38.681499,29.471701,USQ
Cengiz Topel Airport,40.735001,30.0833,KCO
Bursa Yenişehir Airport,40.255199,29.562599,YEI
Dalaman International Airport,36.71310043,28.79249954,DLM
Tekirdağ Çorlu Airport,41.13819885,27.91909981,TEQ
Bodrum-Imsık Airport,37.140099,27.669701,BXN
Anadolu Airport,39.809898,30.5194,AOE
Zafer Airport,39.113079,30.128111,KZR
Elazığ Airport,38.597974,39.28348,EZS
Ordu–Giresun Airport,40.966872,38.085995,OGU
Diyarbakır Airport,37.893902,40.201,DIY
Erzincan Airport,39.71020126,39.52700043,ERC
Erzurum International Airport,39.956501,41.1702,ERZ
Kars Airport,40.56219864,43.11500168,KSY
Trabzon International Airport,40.995098,39.7897,TZX
Van Ferit Melen Airport,38.46820068,43.33229828,VAN
Batman Airport,37.92900085,41.11660004,BAL
Muş Airport,38.74779892,41.66120148,MSR
Siirt Airport,37.97890091,41.8404007,SXZ
Sinop Airport,42.018313,35.071774,NOP
Kahramanmaraş Airport,37.53882599,36.95352173,KCM
Ağrı Airport,39.655642,43.025742,AJI
Adıyaman Airport,37.7314,38.468899,ADF
Mardin Airport,37.22330093,40.63169861,MQM
Şanlıurfa GAP Airport,37.445663,38.895592,GNY
Iğdır Airport,39.976627,43.876648,IGD
Şırnak Şerafettin Elçi Airport,37.3647,42.0582,NKT
Hakkari Yüksekova Airport,37.5497,44.2381,YKO
Hatay Airport,36.362778,36.282223,HTY
Leitre Airport,-2.8337,141.6257,LTF
Selçuk Efes Airport,37.950699,27.329,IZM
Süleyman Demirel International Airport,37.8554,30.368401,ISE
Balıkesir Koca Seyit Airport,39.5546,27.0138,EDO
Milas Bodrum International Airport,37.250599,27.664301,BJV
Gazipaşa-Alanya Airport,36.299217,32.300598,GZP
Samsun-Çarşamba Airport,41.26556,36.54861,SZF
Istanbul Sabiha Gökçen International Airport,40.898602,29.3092,SAW
İstanbul Airport,41.261297,28.741951,IST
Bălți International Airport,47.837666,27.781108,BZY
Chişinău International Airport,46.9277,28.931,RMO
Lebak Rural Airport,6.6739,124.0581,LWA
Ohrid St. Paul the Apostle Airport,41.18,20.7423,OHD
Skopje International Airport,41.958087,21.622581,SKP
Gibraltar Airport,36.151199,-5.34966,GIB
Brak Airport,27.653,14.272,BCQ
Martuba Air Base,32.542,22.745001,DNF
Misrata International Airport,32.325001,15.061,MRA
Ubari Airport,26.567499,12.8231,QUB
Ponikve Airport,43.898899,19.697701,UZC
Belgrade Nikola Tesla Airport,44.818401,20.309099,BEG
Berane Airport,42.8390007,19.86199951,IVG
Batajnica Air Base,44.935299,20.2575,BJY
Morava Airport,43.817519,20.586662,KVO
Niš Constantine the Great Airport,43.337009,21.85451,INI
Podgorica Airport / Podgorica Golubovci Airbase,42.359402,19.2519,TGD
Tivat Airport,42.40470123,18.72330093,TIV
Langzhong Gucheng Airport,31.50191,106.034417,LZG
M. R. Štefánik Airport,48.1702,17.2127,BTS
Košice International Airport,48.663101,21.2411,KSC
Lučenec Airfield,48.339401,19.7358,LUE
Piešťany Airport,48.62519836,17.82839966,PZY
Prešov Air Base,49.02970123,21.31559944,POV
Sliač Airport,48.63779831,19.13409996,SLD
Poprad-Tatry Airport,49.073601,20.2411,TAT
Žilina-Dolný Hričov Airport,49.233292,18.613386,ILZ
Drummond Airport,46.621599,-113.201751,DRU
Guelmim Airport,29.026699,-10.0503,GLN
Ware Airport,42.2820015,-72.21479797,UWA
Mamai Airport,-10.290833,149.519167,MAP
JAGS McCartney International Airport,21.4445,-71.142303,GDT
Middle Caicos Airport,21.82602,-71.8025,MDS
North Caicos Airport,21.916094,-71.942954,NCA
Pine Cay Airport,21.874661,-72.090573,PIC
Providenciales International Airport,21.773697,-72.268321,PLS
South Caicos Airport,21.515699,-71.528503,XSC
Salt Cay Airport,21.33300018,-71.19999695,SLX
Maria Montez International Airport,18.25149918,-71.12039948,BRX
Cabo Rojo Airport,17.92900085,-71.64479828,CBJ
Samaná El Catey International Airport,19.269259,-69.737405,AZS
Constanza - Expedición 14 de Junio National Airport,18.907499,-70.721901,COZ
La Isabela International Airport,18.57250023,-69.98560333,JBQ
Casa De Campo International Airport,18.452222,-68.911111,LRM
Punta Cana International Airport,18.5674,-68.363403,PUJ
Gregorio Luperon International Airport,19.7579,-70.57,POP
Las Américas International Airport,18.42970085,-69.66889954,SDQ
Cibao International Airport,19.40609932,-70.60469818,STI
Médouneu Airport,1.0085,10.7552,MDV
Loring International Airport,46.950401,-67.885902,LIZ
Melfi Airport,11.060192,17.944495,MEF
Ambohibary Airport,-18.9175,48.21819444,OHB
Ankokoambo Airport,-16.594919,44.453654,NKO
Relais de la Reine Airport,-22.645343,45.323914,RLR
Doany Airport,-14.36810017,49.51079941,DOA
Coban Airport,15.469,-90.4067,CBV
Carmelita Airport,17.461201,-90.053703,CMM
Coatepeque Airport,14.6942,-91.8825,CTF
La Aurora Airport,14.5833,-90.527496,GUA
Huehuetenango Airport,15.316667,-91.505556,HUG
National Wildlife Refuge Airport,28.323,-96.464,MGI
Manga Airport,-4.147,153.0186,MGP
Puerto Barrios Airport,15.7309,-88.583801,PBR
Poptún Airport,16.32579994,-89.41609955,PON
Quiché Airport,15.0122,-91.150597,AQB
Quezaltenango Airport,14.8656,-91.501999,AAZ
Rubelsanto Airport,15.992,-90.445297,RUV
Las Vegas Airport,15.668363,-88.961763,LCF
Retalhuleu Airport,14.521431,-91.697001,RER
San José Airport,13.93620014,-90.83580017,GSJ
Mundo Maya International Airport,16.913799,-89.866402,FRS
Ailuk Airport,10.21679974,169.9830017,AIM
Aur Island Airport,8.14528,171.173004,AUL
Enyu Airfield,11.5225,165.565002,BII
Ebadon Airport,9.330559731,166.8200073,EBN
Jabot Airport,7.749775,168.977838,JAT
Jeh Airport,7.565350056,168.9620056,JEJ
Likiep Airport,9.82316,169.307999,LIK
Lae Island Airport,8.92111,166.264999,LML
Maloelap Island Airport,8.70444,171.229996,MAV
Mejit Atoll Airport,10.283302,170.869,MJB
Majkin Airport,8.163362,168.173862,MJE
Namorik Airport,5.633005,168.125631,NDK
Rongelap Island Airport,11.1572,166.886993,RNP
Tinak Airport,7.121768,171.911584,TIC
Jaluit Airport,5.909213,169.637256,UIT
Woja Airport,7.450833333,168.55,WJA
Wotje Airport,9.458333,170.238611,WTE
Wotho Island Airport,10.1733,166.003006,WTO
Ahuas Airport,15.4722,-84.352203,AHS
Brus Laguna Airport,15.7631,-84.543602,BHG
Carta Airport,15.033192,-86.692334,LUI
Coyoles Airport,15.445556,-86.675278,CYL
Cauquira Airport,15.316667,-83.591667,CDD
El Arrayán Airport,15.505556,-86.574722,OAN
El Aguacate Airport,14.875,-85.776108,CAA
Celaque Gracias Airport,14.573492,-88.595801,GAC
Iriona Airport,15.93916702,-85.13722229,IRN
Jutigalpa airport,14.65260029,-86.22029877,JUT
Goloson International Airport,15.7425,-86.852997,LCE
La Esperanza Airport,14.291111,-88.175003,LEZ
Ramón Villeda Morales International Airport,15.4526,-87.923599,SAP
Limon Airport,15.856066,-85.443978,LMH
Hooker County Airport,42.042155,-101.059113,MHN
La Laguna Airport,16.4454,-85.906601,GJA
Palacios Airport,15.955,-84.941391,PCH
Puerto Lempira Airport,15.2622,-83.781197,PEU
Juan Manuel Gálvez International Airport,16.316799,-86.523003,RTB
Rioamarillo Airport,14.914885,-89.007837,RUY
Palmerola International Airport / José Enrique Soto Cano Air Base,14.3824,-87.621201,XPL
Tela Airport,15.7759,-87.4758,TEA
Toncontín International Airport,14.0609,-87.217201,TGU
Trujillo Airport,15.926599,-85.938573,TJI
Tocoa Airport,15.659722,-85.994164,TCF
Sulaco Airport,14.90719986,-87.26339722,SCD
Utila Airport,16.1131,-86.880302,UII
Morehead Airport,-8.714111111,141.6444444,MHY
Yoro Airport,15.1275,-87.135,ORO
Mainoru Airstrip,-14.0533,134.0942,MIZ
Moki Airport,-5.7181,145.2404,MJJ
Maganja da Costa Airport,-17.3087,37.5,MJS
Ian Fleming International Airport,18.404079,-76.969754,OCJ
Norman Manley International Airport,17.93569946,-76.78749847,KIN
Sangster International Airport,18.5037,-77.913399,MBJ
Ken Jones Airport,18.19879913,-76.53450012,POT
Malekolon Airport,-4.023430556,153.6572778,MKN
Negril Airport,18.341712,-78.334164,NEG
Tinson Pen Airport,17.98859978,-76.82379913,KTP
Mili Island Airport,6.084754,171.731419,MIJ
Malalaua Airport,-8.071388889,146.1554722,MLQ
Hinthada Airport,17.63332939,95.46669769,HEB
Heho Airport,20.74714,96.792029,HEH
Aeródromo de Cupul,21.155716,-88.172918,TZM
Aeropuerto Internacional Juan N. Álvarez,16.757126,-99.753113,ACA
Del Norte International Airport,25.865601,-100.237,NTR
Aeropuerto Internacional Jesús Terán Peredo,21.699589,-102.318372,AGU
Bahías de Huatulco International Airport,15.774909,-96.260319,HUX
Cananea National Airport,31.06615,-110.097878,CNA
Aeropuerto Internacional Mariano Matamoros,18.833922,-99.261818,CVJ
Ciudad Acuña New International Airport,29.333662,-101.100555,ACN
Ciudad del Carmen International Airport,18.65369987,-91.7990036,CME
Aeropuerto Municipal de Nuevo Casas Grandes,30.3974,-107.875,NCG
Bachigualato Federal International Airport,24.76504,-107.475228,CUL
Aeropuerto Internacional de Chetumal,18.5047,-88.326797,CTM
Ciudad Obregón International Airport,27.39259911,-109.8330002,CEN
San Antonio Copalar Airport,16.176701,-92.050598,CJT
Ingeniero Alberto Acuña Ongay International Airport,19.81679916,-90.50029755,CPE
Abraham González International Airport,31.63610077,-106.4290009,CJS
Aeropuerto Internacional de Chichen Itza,20.6413,-88.446198,CZA
General Roberto Fierro Villalobos International Airport,28.70289993,-105.9649963,CUU
General Pedro Jose Mendez International Airport,23.70330048,-98.95649719,CVM
Aeropuerto Nacional Captain Rogelio Castillo,20.545687,-100.886722,CYW
Aeropuerto Internacional de Cozumel,20.511425,-86.930287,CZM
Ciudad Constitución National Airport,25.053801,-111.614998,CUA
Aeropuerto de Ciudad Mante,22.743177,-99.017372,MMC
Aeropuerto Internacional General Guadalupe Victoria,24.125908,-104.533904,DGO
Amado Nervo National Airport,21.419833,-104.842472,TPQ
Aeropuerto Internacional de Ensenada,31.795175,-116.60265,ESE
Guadalajara International Airport,20.523342,-103.310108,GDL
General José María Yáñez International Airport,27.96899986,-110.9250031,GYM
Guerrero Negro Airport,28.0261,-114.024002,GUB
Tehuacan Airport,18.4972,-97.419899,TCN
General Ignacio P. Garcia International Airport,29.093527,-111.049891,HMO
